STANOX NO.,FULL NAME,CRS CODE,NR ROUTE
76070,LYDNEY DOWN & UP LOOPS,,Wales
76068,LYDNEY JUNCTION,,Wales
65929,LYE,LYE,LNW
86908,LYMINGTON PIER,LYP,Wessex
86907,LYMINGTON TOWN,LYT,Wessex
83473,LYMPSTONE COMMANDO,LYC,Western
83474,LYMPSTONE VILLAGE,LYM,Western
12219,LYNEMOUTH COAL SIDINGS,,LNE
12217,LYNEMOUTH DBS,,LNE
12216,LYNEMOUTH DBS INT,,LNE
12218,LYNEMOUTH POWER STN (FLHH),,LNE
12224,LYNEMOUTH POWER STN (GBRF),,LNE
12215,LYNEMOUTH RJB MINING,,LNE
12212,LYNEMOUTH SMELTER GBRF,,LNE
775,LYON GUILLOTIERE,,Non Britain
791,LYON PERR,,Non Britain
795,LYON VENI,,Non Britain
776,LYON VENISSIEUX,,Non Britain
30038,LYTHAM,LTM,LNW
32571,MACCLESFIELD,MAC,LNW
76511,MACHEN QUARRY,,Wales
76512,MACHEN RUN-ROUND,,Wales
64317,MACHYNLLETH,MCN,Wales
64318,MACHYNLLETH CARR. SDGS,XMC,Wales
774,MACON-VILLE,,Non Britain
42302,MADELEY (STAFFS),,LNW
42301,MADELEY CHORD LINE(STAFFS),,LNW
64828,MADELEY JN (SALOP),XMD,LNW
64830,MADELEY JN SIG 490,,LNW
76462,MAESGLAS TIP ISU (CE),,Wales
79828,MAESTEG,MST,Wales
79825,MAESTEG (EWENNY ROAD),MEW,Wales
36013,MAGHULL,MAG,LNW
76093,MAGOR,,Wales
82316,MAIDEN NEWTON,MDN,Western
74005,MAIDENHEAD,MAI,Western
74002,MAIDENHEAD 291 SIG,,Western
74006,MAIDENHEAD EAST,,Western
74007,MAIDENHEAD ISU (CE),,Western
89313,MAIDSTONE BARRACKS,MDB,Kent
89403,MAIDSTONE EAST,MDE,Kent
89315,MAIDSTONE WEST,MDW,Kent
89316,MAIDSTONE WEST SIGNAL MS57,,Kent
76125,MAINDEE DEPOT ISU (CE),,Wales
76399,MAINDEE EAST JN,,Wales
76400,MAINDEE NORTH JN,,Wales
76398,MAINDEE WEST JN,,Wales
78417,MAINDY BRIDGE,,Wales
56990,MAINTROL,,East Midlands
44,MAINZ HBF,MNZ,Non Britain
87400,MALDEN MANOR,MAL,Wessex
6001,MALLAIG,MLG,Scotland
5999,MALLAIG C.E.,,Scotland
5998,MALLAIG G.F.,,Scotland
9439,MALLERSTANG,,LNW
26402,MALTBY COLLIERY,,LNE
26404,MALTBY COLLIERY (FLHH),,LNE
26406,MALTBY COLLIERY FASTLINE,,LNE
26401,MALTBY COLLIERY S B,,LNE
26403,MALTBY CR,,LNE
26405,MALTBY DOWN LOOP,,LNE
26407,MALTBYCGB,,LNE
16232,MALTON,MLT,LNE
67209,MALVERN LINK,MVL,Western
67215,MALVERN WELLS,XMN,Western
67216,MALVERN WELLS LOOP,,Western
67213,MALVNWLP,,Western
32530,MANCHESTER AIRPORT,MIA,LNW
33087,MANCHESTER OXFORD ROAD,MCO,LNW
32001,MANCHESTER PICC BALLAST,,LNW
32000,MANCHESTER PICCADILLY,MAN,LNW
33092,MANCHESTER UTD FOOTBALL GD,MUF,LNW
31508,MANCHESTER VIC.(EAST JN),,LNW
31513,MANCHESTER VIC.(REV.SDG),,LNW
31512,MANCHESTER VIC.(WEST JN),,LNW
31510,MANCHESTER VICTORIA,MCV,LNW
32950,MANCHESTR,,LNW
32990,MANCHESTR,,LNW
46215,MANEA,MNE,Anglia
38186,MANN ISLAND JUNCTION,,LNW
54,MANNHEIM HANDELSHAFEN,,Non Britain
55,MANNHEIM RANGIERBAHNHOF,,Non Britain
49302,MANNINGTREE,MNG,Anglia
49303,MANNINGTREE DOWN SIDING,,Anglia
49304,MANNINGTREE EAST JN,,Anglia
49301,MANNINGTREE NORTH JN,,Anglia
50431,MANOR PARK,MNP,Anglia
3381,MANOR POWIS,,Scotland
38005,MANOR ROAD,MNR,LNW
80207,MANORBIER,MRB,Wales
12719,MANORS,MAS,LNE
12721,MANORS (METRO),MRM,LNE
56225,MANSFIELD,MFT,East Midlands
55221,MANSFIELD JN,,East Midlands
56221,MANSFIELD WOODHOUSE,MSW,East Midlands
58040,MANTLE LANE T.C.,,East Midlands
70362,MANTLES WOOD,,LNW
26214,MANTON COLLIERY SIDING,,LNE
59139,MANTON JN,XMJ,East Midlands
46206,MARCH,MCH,Anglia
46204,MARCH DOWN R.S GBRF,,Anglia
46212,MARCH DOWN R.S.,,Anglia
46211,MARCH EAST JN,,Anglia
46209,MARCH UP R.S.,,Anglia
46208,MARCH UP YARD ISU (CE),,Anglia
46207,MARCH VR,,Anglia
46205,MARCH WEST JN,,Anglia
12238,MARCHEYS HOUSE JN,,LNE
46210,MARCHUYRP,,Anglia
86722,MARCHWOOD,,Wessex
86723,MARCHWOOD F.L.T.,,Wessex
86721,MARCHWOOD M.O.D.,,Wessex
86724,MARCHWOOD SMC RP,,Wessex
89328,MARDEN,MRN,Kent
79776,MARGAM ABBEY WEST JN,,Wales
79781,MARGAM ABBEY WORKS EAST,,Wales
79768,MARGAM EAST JN,,Wales
79774,MARGAM ENG SDG REPAIR PNT,,Wales
79782,MARGAM ISU (CE),,Wales
79771,MARGAM L.I.P.,,Wales
79773,MARGAM MIDDLE JN,,Wales
79770,MARGAM MOORS,,Wales
79783,MARGAM MOORS JN.,,Wales
79780,MARGAM T.C.,,Wales
79779,MARGAM UP GDS SIG PT33,,Wales
79772,MARGAM WAGON REPAIR DEPOT,,Wales
79769,MARGAM YARD JN.,,Wales
89475,MARGATE,MAR,Kent
89484,MARGATE SIGNAL GE20,,Kent
59401,MARKET HARBOROUGH,MHR,East Midlands
44043,MARKET RASEN,MKR,LNE
3226,MARKINCH,MNC,Scotland
3223,MARKINCH BRANCH LINE SDGS,,Scotland
3227,MARKINCH DOWN LINE SIDINGS,,Scotland
3228,MARKINCH SIGNAL 878,,Scotland
3225,MARKINCHM,,Scotland
50105,MARKS TEY,MKT,Anglia
50099,MARKS TEY GBRF,,Anglia
50106,MARKS TEY S & T SIDING,,Anglia
50102,MARKS TEY TARMAC,,Anglia
50103,MARKS TEY UP LOOP,,Anglia
50101,MARKSTEYM,,Anglia
42215,MARLEY GREEN L.C.,,Wales
74016,MARLOW,MLW,Western
799,MARNE-LA-VALLEE,MCK,Non Britain
32553,MARPLE,MPL,LNW
32551,MARPLE WHARF JN,,LNW
18479,MARSDEN,MSN,LNE
76382,MARSH BROOK LEVEL CROSSING,,Wales
81526,MARSH JN SIDINGS,,Western
17129,MARSH LANE JN LEEDS,,LNE
17128,MARSH LANE TILCON,,LNE
4846,MARSHALL MEADOW ZONE BRY,,Scotland
77086,MARSHFIELD,,Wales
23409,MARSHGATE SDGS FASTLINE,,LNE
23417,MARSHGTE,,LNE
53799,MARSHMOOR CROSSOVER,,LNE
15668,MARSKE,MSK,LNE
69217,MARSTON GREEN,MGN,LNW
89469,MARTIN MILL,MTM,Kent
87100,MARTINS HERON,MAO,Wessex
15502,MARTON,MTO,LNE
6233,MARYHILL,MYH,Scotland
6234,MARYHILL PARK JN,,Scotland
50438,MARYLAND,MYL,Anglia
63023,MARYLEBONE (SDGS 1-5),,LNW
63027,MARYLEBONE 10 SIGNAL,,LNW
63025,MARYLEBONE UP PLATFORM SDG,,LNW
63026,MARYLEBONE UP TUNNEL SDGS,,LNW
63024,MARYLEBONE WASHER ROAD,,LNW
10023,MARYPORT,MRY,LNW
25014,MASBORO BOOTHS P S,,LNE
25012,MASBOROUGH F.D.,,LNE
24705,MASBOROUGH JN,,LNE
25013,MASBRO MM,,LNE
25011,MASBRO S.S. JN,,LNE
57004,MATLOCK,MAT,East Midlands
57007,MATLOCK BATH,MTB,East Midlands
57005,MATLOCK PEAK RAIL,,East Midlands
8813,MAUCHLINE,,Scotland
8812,MAUCHLINE UP SIDINGS,,Scotland
32527,MAULDETH ROAD,MAU,LNW
7587,MAXWELL PARK,MAX,Scotland
8639,MAYBOLE,MAY,Scotland
32002,MAYFIELD LOOP,,LNW
88435,MAZE HILL,MZH,Kent
56599,MEADOW LANE JN,,East Midlands
56593,MEADOW LANE LEVEL CROSSING,,East Midlands
25316,MEADOWHALL,MHS,LNE
23002,MEDGE HALL,,LNE
57453,MELBOURNE JN,,East Midlands
83301,MELDON QUARRY,,Western
83300,MELDON QUARRY FHH,,Western
47248,MELDRETH,MEL,Anglia
13307,MELKRIDGE OPENCAST,,LNE
75361,MELKSHAM,MKM,Western
49007,MELLIS,,Anglia
82209,MELLSROAD,,Western
49121,MELTON,MES,Anglia
19202,MELTON (FERRIBY) OMYA UK,,LNE
59121,MELTON JN.,,East Midlands
19212,MELTON LANE L.C.,,LNE
59125,MELTON MOWBRAY,MMO,East Midlands
59122,MELTON MOWBRAY DOWN LOOP,,East Midlands
59124,MELTON MOWBRAY PETFOODS,,East Midlands
59126,MELTONM P,,East Midlands
40031,MENAI BRIDGE,,Wales
84401,MENHENIOT,MEN,Western
17041,MENSTON,MNN,LNE
3383,MENSTRIE D.C.L.,,Scotland
38006,MEOLS,MEO,LNW
35016,MEOLS COP,MEC,LNW
88488,MEOPHAM,MEP,Kent
82244,MEREHDMAR,,Western
82245,MEREHDPB,,Western
82243,MEREHEAD QUARRY,,Western
82246,MEREHEAD QUARRY JN,,Western
848,MERELBEKE,,Non Britain
7494,MERRYTON,MEY,Scotland
87712,MERSTHAM,MHM,Sussex
78201,MERTHYR TYDFIL,MER,Wales
78144,MERTHYR VALE,MEV,Wales
44093,METHERINGHAM,MGM,LNE
3234,METHIL P.S.,,Scotland
3233,METHIL WEST,,Scotland
17192,METHLEY JN,,LNE
13515,METROCENTRE,MCE,LNE
88400,METROPOLITAN JN,XMK,Kent
764,METZ,MZM,Non Britain
24314,MEXBOROUGH,MEX,LNE
86081,MICHELDEVER,MIC,Wessex
86082,MICHELDEVER OIL SIDINGS,,Wessex
86056,MICHELDEVER SIGNAL E229,,Wessex
40322,MICKLE TRAFFORD,,LNW
16602,MICKLEFIELD,MIK,LNE
65507,MID CANNOCK G.F.,,LNW
65506,MID CANNOCK OPEN CAST,,LNW
4110,MIDCALDER GOODS LOOP,,Scotland
4111,MIDCALDER JN,,Scotland
4115,MIDCALDER JN SIG EJ991,,Scotland
4109,MIDCALDER UP REFUGE SIDING,,Scotland
46142,MIDDLE DROVE,,Anglia
15426,MIDDLEBROUGH AYRTON (FHH),,LNE
15418,MIDDLESBRO' CASTLE CEMENT,,LNE
15422,MIDDLESBRO COBRA CONTAINER,,LNE
15425,MIDDLESBRO' DAWSON AYRTON,,LNE
15419,MIDDLESBRO' GOODS MARCROFT,,LNE
15449,MIDDLESBROUGH,MBR,LNE
15423,MIDDLESBROUGH (FHH),,LNE
15427,MIDDLESBROUGH DAWSON,,LNE
15421,MIDDLESBROUGH MARSH BRANCH,,LNE
15451,MIDDLESBROUGH SIDINGS,,LNE
15453,MIDDLESBROUGH SIGNAL 221,,LNE
15452,MIDDLESBROUGH WEST DOCK,,LNE
17165,MIDDLETON LIGHT RAILWAY,,LNE
46239,MIDDLETON TOWERS,,Anglia
37231,MIDDLEWICH,,LNW
37233,MIDDLEWICH BRITISH SALT,,LNW
32542,MIDDLEWOOD,MDL,LNW
15990,MIDDLSBRO,,LNE
37235,MIDDLWICH,,LNW
74722,MIDGHAM,MDG,Western
12,MIESAU,,Non Britain
313,MILAN ROG,,Non Britain
314,MILAN ROG,,Non Britain
318,MILAN SMT,,Non Britain
315,MILANO MELZO,,Non Britain
319,MILANO PIOLTELLO,,Non Britain
316,MILANO ROGOREDO,,Non Britain
317,MILANO SEGRATE,,Non Britain
52722,MILE END,,Anglia
31339,MILES PLATTING,MLP,LNW
16505,MILFDD&UL,,LNE
87059,MILFORD (SURREY),MLF,Wessex
43326,MILFORD AND BROCTON,,LNW
16504,MILFORD C & W SIDINGS,,LNE
16501,MILFORD DOWN SIDINGS,,LNE
80102,MILFORD HAVEN,MFH,Wales
80101,MILFORD HAVEN MHDC,,Wales
16503,MILFORD JN.,,LNE
16506,MILFORD LOOP,,LNE
16502,MILFORD WEST SIDINGS,,LNE
4719,MILHLYDRP,,Scotland
29161,MILL HILL (LANCASHIRE),MLH,LNW
63214,MILL HILL BROADWAY,MIL,East Midlands
18635,MILL LANE JN,,LNE
25629,MILL RACE JN,,LNE
62198,MILLBROOK,,East Midlands
62044,MILLBROOK (BEDFORDSHIRE),MLB,East Midlands
86527,MILLBROOK (HANTS),MBK,Wessex
86526,MILLBROOK DOCK ENTRANCE,,Wessex
86528,MILLBROOK DOCK EXIT,,Wessex
86529,MILLBROOK HANTS..F.L.T.,,Wessex
86535,MILLBROOK SIG. E758,,Wessex
1109,MILLBURN JN,,Scotland
4722,MILLERHILL C.E.,,Scotland
4725,MILLERHILL EAST JN,,Scotland
4724,MILLERHILL L.I.P.,,Scotland
4727,MILLERHILL M.& E.E.,,Scotland
4729,MILLERHILL ROYAL SCOTSMAN,,Scotland
4720,MILLERHILL S.S.,,Scotland
4728,MILLERHILL SIGNAL 24,,Scotland
4723,MILLERHILL W.R.D.,,Scotland
7103,MILLIKEN PARK,MIN,Scotland
11211,MILLOM,MLM,LNW
11213,MILLOM LOADING POINT (DRS),,LNW
11212,MILLOM SIDING (DBS),,LNW
31049,MILLS HILL,MIH,LNW
18445,MILNER ROYD JN,,LNE
6301,MILNGAVIE,MLN,Scotland
11015,MILNTHORPE,,LNW
43415,MILTON,,LNW
74325,MILTON JUNCTION,,Western
70261,MILTON KEYNES CENTRAL,MKC,LNW
69307,MILVERTON JN,,LNW
83019,MINEHEAD WEST SOM RWY,MHD,Western
75022,MINETY CROSSING,,Western
64428,MINFFORDD,MFF,Wales
89451,MINSTER,MSR,Kent
89452,MINSTER EAST JN.,XMF,Kent
235,MIRANDA DE EBRO,,Non Britain
10130,MIREHOUSE JUNCTION,,LNW
18441,MIRFIELD,MIR,LNE
18442,MIRFIELD EAST JN,,LNE
78603,MISKIN,,Wales
49313,MISTLEY,MIS,Anglia
49311,MISTLEY DOWN LOOP,,Anglia
87659,MITCHAM EASTFIELDS,MTC,Sussex
87661,MITCHAM JUNCTION,MIJ,Sussex
72237,MITRE BRIDGE JN,XMB,LNW
37222,MOBBERLEY,MOB,LNW
781,MODANE,,Non Britain
58016,MOIRA HICKS LODGE,,East Midlands
58018,MOIRA HICKS LODGE FHH,,East Midlands
58019,MOIRA HICKS LODGE GF,,East Midlands
58029,MOIRA WEST JN,,East Midlands
40214,MOLD JN,,Wales
18,MONCHENGLADBACH,,Non Britain
3039,MONIFIETH,MON,Scotland
18085,MONK BRETTON LOOP,,LNE
18086,MONK BRETTON REDFEARNS,,LNE
73520,MONKS RISBOROUGH,MRS,LNW
8520,MONKTON SDG GROUND FRAME,,Scotland
4731,MONKTONHALL COLLIERY,,Scotland
4730,MONKTONHALL JN,,Scotland
14022,MONKWEARMOUTH S.B.,,LNE
65061,MONMORE GREEN,,LNW
773,MONTBELIARD,,Non Britain
81261,MONTPELIER,MTP,Western
3014,MONTROSE,MTS,Scotland
3015,MONTROSE EWS,,Scotland
3017,MONTROSE SOUTH,,Scotland
871,MONTZEN,,Non Britain
65830,MONUMENT LANE,,LNW
70378,MOOR PARK,ZMP,LUL
36078,MOORFIELDS,XMR,LNW
38181,MOORFIELDS (DEEP),MRF,LNW
54299,MOORGATE EAST,MOG,LNE
65505,MOORS GORSE L.C.,,LNW
35144,MOORSIDE,MSD,LNW
84413,MOORSWATER ECC SDGS IMERYS,,Western
84414,MOORSWATER LAFARGE,,Western
84409,MOORSWTE,,Western
18305,MOORTHORPE,MRP,LNE
18303,MOORTHORPE GOODS LOOP,,LNE
6002,MORAR,MRR,Scotland
83236,MORCHARD ROAD,MRD,Western
87331,MORDEN SOUTH,MDS,Sussex
11701,MORECAMBE,MCM,LNW
11703,MORECAMBE JN G.F.,,LNW
11718,MORECAMBE SOUTH JN,,LNW
86975,MORETON (DORSET),MTN,Wessex
38008,MORETON (MERSEYSIDE),MRT,LNW
74305,MORETON CUTTING,,Western
67359,MORETON-IN-MARSH,MIM,Western
76371,MORETON-ON-LUGG,,Wales
76367,MORETON-ON-LUGG (TARMAC),,Wales
76365,MORETON-ON-LUGG FHH,,Wales
64404,MORFA MAWDDACH,MFA,Wales
74430,MORISCOWL,,Western
79055,MORLAIS COLLY,,Wales
17145,MORLEY,MLY,LNE
4685,MORNGSDRD,,Scotland
12132,MORPETH,MPT,LNE
12129,MORPETH LOOP,,LNE
12127,MORPETH NORTH JN,,LNE
12131,MORPETH RECP.,,LNE
74431,MORRIS COWLEY,,Western
74433,MORRIS COWLEY M.A.T.,,Western
86059,MORTIMER,MOR,Wessex
87139,MORTLAKE,MTL,Wessex
67358,MORTNINM,,Western
56105,MORTON,,East Midlands
66350,MOSELEY,,LNW
31613,MOSES GATE,MSS,LNW
31612,MOSES GATE LOOPS,,LNW
23185,MOSS,,LNE
10052,MOSS BAY IRONWORKS,,LNW
30039,MOSS SIDE,MOS,LNW
9097,MOSSBAND,,LNW
7359,MOSSEND,XMS,Scotland
7363,MOSSEND DELTA COAL,,Scotland
7367,MOSSEND DOWN GOODS LOOP,,Scotland
7356,MOSSEND DOWN SIDINGS FLHH,,Scotland
7360,MOSSEND DOWN YARD,,Scotland
7362,MOSSEND DOWN YARD GBRF,,Scotland
7377,MOSSEND EAST JN,,Scotland
7390,MOSSEND EUROTERMINAL,,Scotland
7358,MOSSEND LOCO HOLDING SDGS,,Scotland
7371,MOSSEND NORTH JN,,Scotland
7361,MOSSEND SHUNT & MARSHALLNG,,Scotland
7375,MOSSEND SOUTH JN,,Scotland
7364,MOSSEND TMD,,Scotland
7354,MOSSEND UP RECEPTION FLHH,,Scotland
7368,MOSSEND UP SIDE H.S.,,Scotland
7357,MOSSEND UP YARD,,Scotland
7373,MOSSEND WEST JN,,Scotland
7369,MOSSEND YARD (DRS),,Scotland
7391,MOSSENDET,,Scotland
7366,MOSSENDMR,,Scotland
7365,MOSSENDPT,,Scotland
32109,MOSSLEY (GRTR MANCHESTER),MSL,LNW
36185,MOSSLEY HILL,MSH,LNW
7119,MOSSPARK,MPK,Scotland
40111,MOSTN DKS,,Wales
40112,MOSTNDKS,,Wales
31303,MOSTON,MSO,LNW
40110,MOSTYN DOCKS (EWS),,Wales
40113,MOSTYN DOCKS (FLINER),,Wales
40116,MOSTYN SIG. MN15,,Wales
40117,MOSTYN SIG. MN21,,Wales
40109,MOSTYN SIGNAL BOX,,Wales
7466,MOTHERWELL,MTH,Scotland
7475,MOTHERWELL BACK OF SHOPS,,Scotland
7463,MOTHERWELL BRIDGE SIDINGS,,Scotland
7459,MOTHERWELL DERBY C.S.,XMW,Scotland
7456,MOTHERWELL FINDLAYS SDG,,Scotland
7455,MOTHERWELL LWR ISU (CE),,Scotland
7462,MOTHERWELL SIG M372,,Scotland
7464,MOTHERWELL SIG M408,,Scotland
7461,MOTHERWELL SIGNAL M267,,Scotland
7474,MOTHERWELL SIGNAL M402,,Scotland
7452,MOTHERWELL T.M.D.,,Scotland
7465,MOTHERWELL UP CIVIL ENG,,Scotland
7451,MOTHERWELL W.R.D.,,Scotland
7467,MOTHERWELL WEIGHS C.H.S.,XMH,Scotland
7450,MOTHRWEL,,Scotland
87301,MOTSPUR PARK,MOT,Wessex
87399,MOTSPUR PARK JN,,Wessex
88457,MOTTINGHAM,MTG,Kent
86107,MOTTISFONT & DUNBRIDGE,DBG,Wessex
32235,MOTTRAM YARD STAFF HALT,,LNW
37065,MOULDSWORTH,MLD,LNW
88161,MOULSECOOMB,MCB,Sussex
48997,MOULTON,,Anglia
7236,MOUNT FLORIDA,MFL,Scotland
84096,MOUNT GOULD CARRIAGE WASH,,Western
84095,MOUNT GOULD JN,XMG,Western
7295,MOUNT VERNON,MTV,Scotland
78130,MOUNTAIN ASH,MTA,Wales
89397,MOUNTFIELD SIDINGS,XMO,Kent
89391,MOUNTFIELD SIDINGS (GBRF),XMX,Kent
89386,MOUNTFIELD TUNNEL,,Kent
89390,MOUNTFRPT,,Kent
50251,MOUNTNESSING JUNCTION,,Anglia
59013,MOUNTSORELL GBRF,,East Midlands
59012,MOUNTSORL,,East Midlands
59011,MOUNTSORREL SDGS,,East Midlands
59010,MOUNTSORRELL LOCO SRVCG RD,,East Midlands
846,MOUSCRON,,Non Britain
1133,MOY,,Scotland
79777,MRGM K19,,Wales
79778,MRGM PPM,,Wales
3224,MRKINCHMT,,Scotland
17127,MRLN LAF,,LNE
1094,MUIR OF ORD,MOO,Scotland
1095,MUIR OF ORD DOWN SDG DCL,,Scotland
1096,MUIR OF ORD UP SIDING,,Scotland
7567,MUIREND,MUI,Scotland
7241,MUIRHOUSE CENTRAL JN,,Scotland
7242,MUIRHOUSE NORTH JN,,Scotland
7240,MUIRHOUSE SOUTH JN,,Scotland
7239,MUIRHOUSE WORKSHOPS,,Scotland
857,MUIZEN,,Non Britain
2010,MULBEN,,Scotland
778,MULHOUSE ILE NAPOLEAN GAR,,Non Britain
777,MULHOUSE NORD,,Non Britain
65,MUNCHEN,,Non Britain
3108,MURTHLY,,Scotland
4803,MUSSELBURGH,MUB,Scotland
18451,MYTHOLMROYD,MYT,LNE
58015,NADINS DISPOSAL POINT,,East Midlands
19015,NAFFERTON,NFN,LNE
81903,NAILSEA & BACKWELL,NLS,Western
1125,NAIRN,NRN,Scotland
1126,NAIRN ISU (CE),,Scotland
861,NAMUR,,Non Britain
42172,NANTWICH,NAN,Wales
353,NAPOLI CENTRALE,,Non Britain
63205,NAPSBURY,,East Midlands
80217,NARBERTH,NAR,Wales
787,NARBONNE,NNE,Non Britain
59301,NARBOROUGH,NBR,East Midlands
81401,NARROWAYS HILL JN,,Western
89552,NASHENDEN CROSSOVER,XXL,HS1
52045,NAVARINO ROAD JN,,Anglia
37227,NAVIGATION ROAD,NVR,LNW
63017,NEASDEN CHARRINGTON FLHH,,LNW
63014,NEASDEN CHARRINGTON SDGS,,LNW
63016,NEASDEN DEPOT,,LNW
63013,NEASDEN ENGINEERS SDGS,,LNW
63010,NEASDEN JN,,LNW
63018,NEASDEN SOUTH JN,XNJ,LNW
63001,NEASDEN SOUTH JN SIG ME525,,LNW
63019,NEASDEN SOUTH JN SIG ME536,,LNW
63011,NEASDEN SOUTH SIDINGS,,LNW
63012,NEASDEN T.C.,,LNW
63015,NEASDNSDG,,LNW
79411,NEATH,NTH,Wales
79257,NEATH ABBEY WHARF,,Wales
79412,NEATH EAST (CE),,Wales
79498,NEATH N & B JN,,Wales
79249,NEATHAWF,,Wales
49016,NEEDHAM MARKET,NMT,Anglia
7237,NEILSTON,NEI,Scotland
29033,NELSON,NEL,LNW
38035,NESTON,NES,LNW
55603,NETHERFIELD,NET,East Midlands
55495,NETHERFIELD JN,,East Midlands
10197,NETHERTOWN,NRT,LNW
86219,NETLEY,NTL,Wessex
86220,NETLEY EMERGENCY TLG XOVER,,Wessex
89734,NETW.RAIL/ET OPS BOUNDARY,,Kent
63,NEU ULM,,Non Britain
17113,NEVILLE H. EAST JN,,LNE
17117,NEVILLE H. WEST JN,,LNE
17116,NEVILLE HILL DEPOT (EWS),,LNE
17118,NEVILLE HILL DEPOT (FHH),,LNE
17115,NEVILLE HILL T&R.S.M.D,XNL,LNE
17114,NEVILLE HILL UP SIDINGS,,LNE
54011,NEW BARNET,NBA,LNE
54012,NEW BARNET SIGNAL K133,,LNE
88317,NEW BECKENHAM,NBC,Kent
88318,NEW BECKENHAM SIDING,,Kent
9417,NEW BIGGIN (DRS),,LNW
9425,NEW BIGGIN (GBRF),,LNW
9421,NEW BIGGIN BRITISH GYPSUM,,LNW
9422,NEW BIGGIN WAGON REPAIRS,,LNW
70014,NEW BILTON (JARVIS),,LNW
70015,NEW BILTON JARVIS CEMENT,,LNW
38010,NEW BRIGHTON,NBN,LNW
38011,NEW BRIGHTON SIGNAL 606,,LNW
21137,NEW CLEE,NCE,LNE
88410,NEW CROSS,NWX,Kent
88392,NEW CROSS ELL,,Kent
87603,NEW CROSS GATE,NXG,Kent
87584,NEW CROSS GATE C.S.D,,Sussex
87585,NEW CROSS GATE DPT HDSHUNT,,Sussex
87583,NEW CROSS GATE DPT WASH RD,,Sussex
87586,NEW CROSS GATE MTNCE DPT,,Sussex
87588,NEW CROSS GATE NORTH JCN,,Sussex
87598,NEW CROSS GATE SIG L1584,,Sussex
87597,NEW CROSS GATE UP CARR SDG,,Sussex
8834,NEW CUMNOCK,NCK,Scotland
8838,NEW CUMNOCK (GBRF),,Scotland
8835,NEW CUMNOCK U.R.S.,,Scotland
8836,NEW CUMNOCK UP GOODS LOOP,,Scotland
8837,NEW CUMNOCK UP LAW MINING,,Scotland
88459,NEW ELTHAM,NEH,Kent
45028,NEW ENGLAND NTH JN.,,LNE
21005,NEW HOLLAND,NHL,LNE
21007,NEW HOLLAND BULK SERVICES,,LNE
89306,NEW HYTHE,NHE,Kent
87146,NEW KEW JN,,Wessex
35020,NEW LANE,NLN,LNW
87169,NEW MALDEN,NEM,Wessex
32555,NEW MILLS CENTRAL,NMC,LNW
32544,NEW MILLS NEWTOWN,NMN,LNW
32557,NEW MILLS SOUTH JN,,LNW
86911,NEW MILTON,NWM,Wessex
18651,NEW PUDSEY,NPD,LNE
54031,NEW SOUTHGATE,NSG,LNE
44302,NEWARK CASTLE,NCT,LNE
44303,NEWARK CROSSING EAST JN,,LNE
44301,NEWARK F.C.,XNK,LNE
44304,NEWARK NORTH GATE,NNG,LNE
44305,NEWARK SHUNT SDG NORTHGATE,,LNE
69030,NEWBOLD JUNCTION,,LNW
76634,NEWBRIDGE (EBBW VALE),NBE,Wales
4033,NEWBRIDGE ISU (CE),,Scotland
4032,NEWBRIDGE JN,,Scotland
4034,NEWBRIDGE JN D.P.L.,,Scotland
74801,NEWBRY830,,Western
3211,NEWBURGH,,Scotland
74803,NEWBURY,NBY,Western
74799,NEWBURY GROUND SIG 479,,Western
74804,NEWBURY GROUND SIG 824,,Western
74798,NEWBURY RACECOURSE,NRC,Western
74797,NEWBURY RACECOURSE (CE),,Western
74807,NEWBURY SIGNAL 484,,Western
74802,NEWBURY YARD,,Western
12931,NEWCASTLE,NCL,LNE
13950,NEWCASTLE,,LNE
13990,NEWCASTLE,,LNE
12929,NEWCASTLE (METRO),NCZ,LNE
12925,NEWCASTLE FORTH ISU (CE),,LNE
43212,NEWCASTLE JN (STAFFS),,LNW
4718,NEWCRAIGHALL,NEW,Scotland
4716,NEWCRAIGHALL TURNBACK SDG,,Scotland
4682,NEWGTON,,Scotland
88234,NEWHAVEN HALL AGGREGATES,,Sussex
88236,NEWHAVEN HARBOUR,NVH,Sussex
88237,NEWHAVEN MARINE,NVM,Sussex
88240,NEWHAVEN MARINE NO 4 SDG,,Sussex
88231,NEWHAVEN TOWN,NVN,Sussex
88241,NEWHAVEN TOWN YARD,,Sussex
89021,NEWINGTON,NGT,Kent
67205,NEWLAND EAST SIGNAL BOX,,Western
79767,NEWLANDS JN,,Wales
79784,NEWLANDS LOOP JUNCTION,,Wales
47004,NEWMARKET,NMK,Anglia
76410,NEWPORT,,Wales
47331,NEWPORT (ESSEX),NWE,Anglia
76401,NEWPORT (SOUTH WALES),NWP,Wales
76471,NEWPORT COURTYBELLA SDGS,,Wales
76451,NEWPORT DOCKS,,Wales
76450,NEWPORT DOCKS (SIMSGROUP),,Wales
76468,NEWPORT DOCKS FLINER HH,,Wales
15414,NEWPORT EAST GOODS (FLHH),,LNE
15415,NEWPORT EAST JN,,LNE
76472,NEWPORT SIGNAL NT1273,,Wales
76453,NEWPORT SIMS METAL ADVENZA,,Wales
76463,NEWPORTNS,,Wales
76465,NEWPT LLS,,Wales
76473,NEWPT TXP,,Wales
76452,NEWPTDKS,,Wales
85261,NEWQUAY,NQY,Western
